tanggal,kode_prov,nama_prov,SUSPECT,suspect_diisolasi,suspect_discarded,CLOSECONTACT,closecontact_dikarantina,closecontact_discarded,probable_discarded,probable_diisolasi,probable_meninggal,CONFIRMATION,confirmation_diisolasi,confirmation_selesai,confirmation_meninggal,suspect_meninggal_harian,closecontact_meninggal_harian
2020-11-01,32,Jawa Barat,248,0,422,759,0,905,5,0,2,245,0,638,2,0,0
2020-11-02,32,Jawa Barat,381,137,244,1400,0,1704,16,0,5,341,0,389,11,15,0
2020-11-03,32,Jawa Barat,232,38,194,990,160,830,2,4,5,484,92,387,5,17,0
2020-11-04,32,Jawa Barat,232,0,253,834,0,1339,1,1,7,516,211,290,15,7,0
2020-11-05,32,Jawa Barat,227,39,188,1754,0,2091,4,1,3,627,238,380,9,8,0
2020-11-06,32,Jawa Barat,123,19,104,720,88,632,0,0,0,587,136,451,0,5,0
2020-11-07,32,Jawa Barat,287,91,196,1527,212,1315,6,6,1,476,14,462,0,8,0
2020-11-08,32,Jawa Barat,34,0,48,112,4,108,0,0,0,479,0,625,1,0,0
2020-11-09,32,Jawa Barat,449,0,806,1741,0,2076,1,2,9,330,0,920,2,12,0
2020-11-10,32,Jawa Barat,254,0,367,1309,259,1050,16,0,5,748,0,905,5,7,0
2020-11-11,32,Jawa Barat,48,26,22,17,0,33,0,1,1,668,229,434,5,0,0
2020-11-12,32,Jawa Barat,23,0,31,125,47,78,0,0,0,733,188,524,21,0,0
2020-11-13,32,Jawa Barat,1156,241,915,3796,1248,2548,12,3,2,801,414,380,7,0,0
2020-11-14,32,Jawa Barat,325,112,213,854,452,402,13,5,3,809,335,472,2,33,0
2020-11-15,32,Jawa Barat,153,0,160,522,40,482,2,3,1,309,0,1023,0,0,0
2020-11-16,32,Jawa Barat,182,0,182,1049,525,524,4,0,12,558,0,724,23,12,0
2020-11-17,32,Jawa Barat,637,42,595,3025,233,2792,12,0,2,648,0,797,23,0,0
2020-11-18,32,Jawa Barat,743,76,667,1182,539,643,2,0,8,365,0,777,4,18,0
2020-11-19,32,Jawa Barat,187,14,173,1468,666,802,3,4,7,394,0,440,9,0,0
2020-11-20,32,Jawa Barat,187,0,201,1792,78,1768,29,3,4,872,0,1026,2,0,0
2020-11-21,32,Jawa Barat,381,200,181,1810,736,1020,4,1,4,364,0,630,0,0,0
2020-11-22,32,Jawa Barat,232,121,111,399,0,448,73,3,3,372,0,693,1,0,0
2020-11-23,32,Jawa Barat,155,0,169,603,0,832,1,1,3,602,0,1013,2,0,0
2020-11-24,32,Jawa Barat,753,337,416,2879,1369,1510,9,1,2,299,0,428,4,0,0
2020-11-25,32,Jawa Barat,349,153,196,2386,470,1916,32,0,2,741,0,768,6,0,0
2020-11-26,32,Jawa Barat,493,189,304,1364,0,1445,29,0,4,776,60,712,4,0,0
2020-11-27,32,Jawa Barat,529,218,311,1737,346,1391,12,9,2,699,0,782,5,0,0
2020-11-28,32,Jawa Barat,387,92,295,1159,308,851,2,4,10,367,0,858,5,0,0
2020-11-29,32,Jawa Barat,476,164,314,2718,348,2370,18,0,0,228,0,774,6,0,0
2020-11-30,32,Jawa Barat,229,0,333,1035,0,1067,0,6,10,741,29,701,11,0,0
2020-12-01,32,Jawa Barat,515,170,345,1623,0,1809,2,2,8,878,149,716,13,0,0
2020-12-02,32,Jawa Barat,370,75,295,2818,717,2101,4,2,5,764,374,386,4,0,0
2020-12-03,32,Jawa Barat,354,0,381,1072,52,1020,3,2,3,1648,1374,253,21,0,0
2020-12-04,32,Jawa Barat,378,0,517,1402,0,1982,5,0,3,992,609,379,4,0,0
2020-12-05,32,Jawa Barat,303,1,302,1261,565,696,14,0,1,1086,397,685,4,0,0
2020-12-06,32,Jawa Barat,496,57,439,1545,0,1733,13,1,5,1388,256,1125,7,0,0
2020-12-07,32,Jawa Barat,368,26,342,1274,0,1460,1,2,7,1171,97,1065,9,0,0
2020-12-08,32,Jawa Barat,468,171,297,1270,650,620,3,1,4,731,0,742,6,0,0
2020-12-09,32,Jawa Barat,500,0,782,1660,277,1383,5,3,1,908,346,546,16,0,0
2020-12-10,32,Jawa Barat,282,0,308,1052,440,612,29,0,7,960,145,783,32,0,0
2020-12-11,32,Jawa Barat,409,149,260,1582,0,1724,2,2,7,1029,96,912,21,0,0
2020-12-12,32,Jawa Barat,449,0,486,4253,867,3386,5,0,1,1283,274,1003,6,0,0
2020-12-13,32,Jawa Barat,400,35,365,1245,224,1021,3,0,0,855,216,634,5,0,0
2020-12-14,32,Jawa Barat,1194,617,577,2567,246,2321,0,1,5,600,0,853,15,0,0
2020-12-15,32,Jawa Barat,544,140,404,7965,198,7767,0,0,18,1256,108,1140,8,0,0
2020-12-16,32,Jawa Barat,466,96,370,2393,0,2468,2,2,10,1434,413,1020,1,0,0
2020-12-17,32,Jawa Barat,294,54,240,1883,627,1256,4,9,1,1277,368,898,11,0,0
2020-12-18,32,Jawa Barat,304,79,225,993,128,865,1,1,2,987,55,931,1,0,0
2020-12-19,32,Jawa Barat,397,201,196,1115,354,761,0,2,2,1132,495,636,1,0,0
2020-12-20,32,Jawa Barat,341,61,280,1673,0,2052,16,0,3,1052,0,1186,1,0,0
2020-12-21,32,Jawa Barat,315,85,230,1069,7,1062,2,3,1,716,82,630,4,0,0
2020-12-22,32,Jawa Barat,280,0,460,1076,0,1427,11,0,4,925,151,771,3,0,0
2020-12-23,32,Jawa Barat,611,258,353,1605,0,2609,4,0,0,903,0,955,2,0,0
2020-12-24,32,Jawa Barat,372,205,167,1231,0,2078,4,0,2,702,200,492,10,0,0
2020-12-25,32,Jawa Barat,862,43,819,455,0,630,15,0,0,903,178,725,0,0,0
2020-12-26,32,Jawa Barat,515,93,422,1824,0,3057,0,2,1,601,0,678,0,0,0
2020-12-27,32,Jawa Barat,233,72,161,680,0,1272,4,0,8,892,0,1172,43,0,0
2020-12-28,32,Jawa Barat,229,82,147,1993,220,1773,4,0,5,403,0,832,0,0,0
2020-12-29,32,Jawa Barat,795,163,632,1930,262,1668,17,2,46,1329,169,1158,2,0,0
2020-12-30,32,Jawa Barat,297,0,333,2010,0,2483,8,0,4,1233,23,1208,2,0,0
2020-12-31,32,Jawa Barat,234,168,66,772,80,692,10,1,1,1024,0,1227,11,0,0
2021-01-01,32,Jawa Barat,368,45,323,1406,214,1192,5,1,1,1504,291,1210,3,0,0
2021-01-02,32,Jawa Barat,846,235,611,1491,495,996,7,0,2,1167,250,916,1,0,0
2021-01-03,32,Jawa Barat,132,73,59,605,0,766,2,1,5,1232,113,1117,2,0,0
2021-01-04,32,Jawa Barat,275,19,256,893,0,1431,2,0,5,1079,33,1044,2,0,0
2021-01-05,32,Jawa Barat,315,77,238,1350,0,1818,2,0,11,1100,9,1083,8,0,0
2021-01-06,32,Jawa Barat,543,0,1544,2617,495,2122,0,3,2,1470,96,1363,11,0,0
2021-01-07,32,Jawa Barat,463,0,574,881,105,776,4,0,137,1416,206,1208,2,0,0
2021-01-08,32,Jawa Barat,742,0,760,2519,0,2593,2,3,6,1824,906,914,4,0,0
2021-01-09,32,Jawa Barat,583,219,364,1774,630,1144,0,0,2,1731,546,1179,6,0,0
2021-01-10,32,Jawa Barat,515,30,485,1142,252,890,0,0,0,1468,508,952,8,0,0
2021-01-11,32,Jawa Barat,834,0,878,387,44,343,9,2,14,1475,404,1060,11,0,0
2021-01-12,32,Jawa Barat,578,109,469,2252,360,1892,10,2,5,1540,555,970,15,0,0
2021-01-13,32,Jawa Barat,426,0,633,1439,0,1582,11,0,3,1755,676,1068,11,0,0
2021-01-14,32,Jawa Barat,388,148,240,832,0,1368,147,12,4,2201,820,1370,11,0,0
2021-01-15,32,Jawa Barat,1002,586,416,7807,0,7839,10,2,1,3095,1994,1074,27,0,0
2021-01-16,32,Jawa Barat,372,192,180,1783,278,1505,10,2,1,3460,1275,2143,42,0,0
2021-01-17,32,Jawa Barat,574,6,568,2076,219,1857,10,2,4,1491,0,1582,11,0,0
2021-01-18,32,Jawa Barat,267,0,277,560,0,596,10,0,7,1485,0,1623,28,0,0
2021-01-19,32,Jawa Barat,438,0,658,634,32,602,11,1,3,1684,298,1362,24,0,0
2021-01-20,32,Jawa Barat,434,0,1244,2182,537,1645,12,1,3,1814,317,1484,13,0,0
2021-01-21,32,Jawa Barat,705,70,635,1598,352,1246,10,2,2,1228,0,1584,73,0,0
2021-01-22,32,Jawa Barat,225,54,171,1353,262,1091,1,0,1,2441,1072,1361,8,0,0
2021-01-23,32,Jawa Barat,429,101,328,1482,477,1005,20,3,6,1809,0,2119,16,0,0
2021-01-24,32,Jawa Barat,447,0,478,1473,641,832,10,2,0,2328,553,1767,8,0,0
2021-01-25,32,Jawa Barat,333,73,260,527,88,439,10,2,0,2022,789,1231,2,0,0
2021-01-26,32,Jawa Barat,159,0,174,1094,224,870,2,3,5,3924,1663,2248,13,0,0
2021-01-27,32,Jawa Barat,955,658,297,739,268,471,3,2,4,3198,1292,1800,106,0,0
2021-01-28,32,Jawa Barat,244,0,364,1052,120,932,5,0,1,4532,2042,2290,200,0,0
2021-01-29,32,Jawa Barat,627,239,388,1713,217,1496,5,0,3,3835,1592,2238,5,0,0
2021-01-30,32,Jawa Barat,435,67,368,1445,324,1121,2,0,6,4601,1931,2643,27,0,0
2021-01-31,32,Jawa Barat,504,0,511,1299,0,1541,1,2,3,2848,326,2460,62,0,0
2021-02-01,32,Jawa Barat,275,0,294,1210,150,1060,0,4,3,2966,414,2547,5,0,0
2021-02-02,32,Jawa Barat,931,0,1674,1070,17,1053,3,0,4,2068,0,2310,48,0,0
2021-02-03,32,Jawa Barat,313,39,274,1761,0,1812,1,2,4,2241,341,1890,10,0,0
2021-02-04,32,Jawa Barat,219,38,181,1496,96,1400,0,4,1,2020,0,2366,10,0,0
2021-02-05,32,Jawa Barat,289,0,363,1704,0,2057,3,1,3,2117,0,2674,28,0,0
2021-02-06,32,Jawa Barat,244,0,308,1699,358,1341,0,2,2,3971,850,3117,4,0,0
2021-02-07,32,Jawa Barat,282,57,225,1436,223,1213,5,0,1,1988,0,2100,2,0,0
2021-02-08,32,Jawa Barat,90,55,35,592,0,787,2,4,0,1500,0,3135,12,0,0
2021-02-09,32,Jawa Barat,1087,0,1317,4392,643,3749,3,1,1,775,0,2216,17,0,0
2021-02-10,32,Jawa Barat,277,98,179,1861,225,1636,4,3,1,660,0,1059,16,0,0
2021-02-11,32,Jawa Barat,454,80,374,2493,40,2453,4,1,1,1059,0,1127,18,0,0
2021-02-12,32,Jawa Barat,171,41,130,1193,249,944,8,2,0,683,0,1582,5,0,0
2021-02-13,32,Jawa Barat,166,61,105,758,5,753,10,1,0,1737,0,2483,2,0,0
2021-02-14,32,Jawa Barat,137,0,248,437,31,406,10,0,0,882,0,1694,4,0,0
2021-02-15,32,Jawa Barat,226,0,320,624,0,851,10,0,1,947,0,1265,5,0,0
2021-02-16,32,Jawa Barat,330,18,312,1081,0,1354,10,0,1,4032,1918,2100,14,0,0
2021-02-17,32,Jawa Barat,149,0,284,1215,594,621,10,3,0,4124,1418,2703,3,0,0
2021-02-18,32,Jawa Barat,226,0,260,1318,0,1321,10,4,0,4420,1162,3249,9,0,0
2021-02-19,32,Jawa Barat,187,83,104,927,342,585,10,4,2,3847,1171,2651,25,0,0
2021-02-20,32,Jawa Barat,364,29,335,679,0,691,24,9,3,975,0,1528,5,0,0
2021-02-21,32,Jawa Barat,103,47,56,1008,143,865,0,0,1,1021,0,1623,4,0,0
2021-02-22,32,Jawa Barat,90,0,104,927,142,785,11,0,2,3812,964,2832,16,0,0
2021-02-23,32,Jawa Barat,192,2,190,772,0,843,13,0,1,4334,2262,2049,23,0,0
2021-02-24,32,Jawa Barat,750,110,640,910,469,441,6,5,1,2191,805,1379,7,0,0
2021-02-25,32,Jawa Barat,168,0,190,623,310,313,9,3,2,2546,1407,1066,73,0,0
2021-02-26,32,Jawa Barat,272,91,181,812,0,871,5,7,1,2314,1439,868,7,0,0
2021-02-27,32,Jawa Barat,172,67,105,709,111,598,33,2,13,876,220,651,5,0,0
2021-02-28,32,Jawa Barat,228,35,193,366,0,707,5,3,1,770,185,534,51,0,0
2021-03-01,32,Jawa Barat,143,75,68,235,0,635,9,1,0,1662,0,1692,4,0,0
2021-03-02,32,Jawa Barat,232,0,888,1503,0,4743,0,0,1,1655,0,2239,49,0,0
2021-03-03,32,Jawa Barat,2101,45,2056,926,0,1469,24,0,2,1894,0,2233,49,0,0
2021-03-04,32,Jawa Barat,261,42,219,1201,130,1071,14,0,3,1731,469,1217,45,0,0
2021-03-05,32,Jawa Barat,121,84,37,1270,386,884,11,2,1,1786,81,1698,7,0,0
2021-03-06,32,Jawa Barat,304,110,194,1145,310,835,10,0,2,1094,0,1325,1,0,0
2021-03-07,32,Jawa Barat,157,98,59,1117,241,876,5,0,3,1366,826,538,2,0,0
2021-03-08,32,Jawa Barat,89,0,199,152,0,648,15,0,0,1739,0,1909,72,0,0
2021-03-09,32,Jawa Barat,71,0,198,1100,278,822,8,0,6,1787,760,977,50,0,0
2021-03-10,32,Jawa Barat,339,267,72,1068,151,917,5,0,5,1570,301,1245,24,0,0
2021-03-11,32,Jawa Barat,294,72,222,1075,0,1077,11,0,1,781,0,4212,6,0,0
2021-03-12,32,Jawa Barat,322,79,243,772,44,728,5,0,1,1357,0,2482,43,0,0
2021-03-13,32,Jawa Barat,279,81,198,1197,446,751,3,0,2,925,0,1591,2,0,0
2021-03-14,32,Jawa Barat,164,4,160,497,0,832,4,0,0,1133,181,946,6,0,0
2021-03-15,32,Jawa Barat,108,35,73,164,0,368,0,0,1,1334,0,1572,20,0,0
2021-03-16,32,Jawa Barat,443,40,403,1007,92,915,5,0,0,1617,0,2121,35,0,0
2021-03-17,32,Jawa Barat,252,14,238,1055,301,754,7,2,1,1347,0,4150,36,0,0
2021-03-18,32,Jawa Barat,5920,0,6313,18615,0,19631,0,0,2,1261,47,1170,44,0,0
2021-03-19,32,Jawa Barat,514,0,890,2025,134,1891,8,1,1,1361,370,957,34,0,0
2021-03-20,32,Jawa Barat,0,0,0,12259,1107,11152,273,22,1,822,0,1712,7,0,0
2021-03-21,32,Jawa Barat,5069,0,4836,27157,0,30187,0,0,0,517,0,1325,21,0,0
2021-03-22,32,Jawa Barat,513,97,416,1034,0,2333,10,6,2,1253,152,1053,48,0,0
2021-03-23,32,Jawa Barat,128,0,157,562,0,760,9,1,0,1216,0,1394,41,0,0
2021-03-24,32,Jawa Barat,595,0,611,2354,111,2243,11,2,0,1329,0,2469,7,0,0
2021-03-25,32,Jawa Barat,1532,0,1609,5450,0,5523,85,13,34,1172,13,1147,12,0,0
2021-03-26,32,Jawa Barat,335,227,108,726,0,764,3,8,0,855,0,1495,1,0,0
2021-03-27,32,Jawa Barat,523,6,517,2324,0,2332,32,0,3,476,0,1182,102,0,0
2021-03-28,32,Jawa Barat,421,46,375,1069,0,1819,8,0,6,534,0,839,7,0,0
2021-03-29,32,Jawa Barat,85,14,71,324,0,543,9,0,4,1610,234,1370,6,0,0
2021-03-30,32,Jawa Barat,206,0,291,2434,0,2588,20,0,8,911,0,1042,8,0,0
2021-03-31,32,Jawa Barat,839,83,756,2693,469,2224,27,0,3,975,247,722,6,0,0
2021-04-01,32,Jawa Barat,324,68,256,1086,121,965,25,0,1,904,0,1157,75,0,0
2021-04-02,32,Jawa Barat,138,0,228,486,0,586,15,0,0,661,173,483,5,0,0
2021-04-03,32,Jawa Barat,191,0,197,664,0,814,0,0,0,360,0,389,5,0,0
2021-04-04,32,Jawa Barat,121,15,106,406,23,383,0,0,1,338,40,294,4,0,0
2021-04-05,32,Jawa Barat,115,0,192,242,0,323,0,0,1,910,213,692,5,0,0
2021-04-06,32,Jawa Barat,480,0,576,1723,0,2526,62,0,3,964,251,644,69,0,0
2021-04-07,32,Jawa Barat,146,0,300,831,0,945,1,2,0,811,74,735,2,0,0
2021-04-08,32,Jawa Barat,54,0,151,417,0,547,0,0,0,673,0,1182,13,0,0
2021-04-09,32,Jawa Barat,571,8,563,1759,0,2115,42,6,3,931,457,452,22,0,0
2021-04-10,32,Jawa Barat,448,0,1147,593,0,898,0,0,0,997,513,477,7,0,0
2021-04-11,32,Jawa Barat,260,0,485,794,0,1221,1,0,1,747,77,665,5,0,0
2021-04-12,32,Jawa Barat,8401,0,8777,650,0,923,33,0,2,1470,1093,352,25,0,0
2021-04-13,32,Jawa Barat,246,0,285,810,0,1338,10,0,1,1456,360,1073,23,0,0
2021-04-14,32,Jawa Barat,275,23,252,723,0,1690,0,3,0,1568,882,669,17,0,0
2021-04-15,32,Jawa Barat,290,0,421,669,0,1456,16,0,1,1216,0,1351,42,0,0
2021-04-16,32,Jawa Barat,0,0,0,0,0,0,0,0,0,998,381,612,5,0,0
2021-04-17,32,Jawa Barat,2574,0,2757,1775,0,1935,33,0,6,832,127,696,9,0,0
2021-04-18,32,Jawa Barat,440,111,329,637,0,767,6,0,0,769,353,407,9,0,0
2021-04-19,32,Jawa Barat,354,0,362,6658,0,7220,9,3,5,1421,560,853,8,0,0
2021-04-20,32,Jawa Barat,123,23,100,328,0,474,4,5,2,1399,735,649,15,0,0
2021-04-21,32,Jawa Barat,301,55,246,461,0,472,11,0,0,1004,0,2308,44,0,0
2021-04-22,32,Jawa Barat,542,37,505,1394,69,1325,12,0,1,1358,0,1338,28,0,0
2021-04-23,32,Jawa Barat,414,48,366,368,14,354,6,0,1,1066,12,1031,23,0,0
2021-04-24,32,Jawa Barat,0,0,0,0,0,0,0,0,0,630,0,990,23,0,0
2021-04-25,32,Jawa Barat,274,21,253,1074,126,948,13,0,0,683,279,397,7,0,0
2021-04-26,32,Jawa Barat,874,0,876,1308,77,1231,7,3,4,1941,1090,835,16,0,0
2021-04-27,32,Jawa Barat,142,19,123,430,0,622,5,0,1,1164,301,846,17,0,0
2021-04-28,32,Jawa Barat,317,208,109,725,112,613,5,0,1,1354,309,1031,14,0,0
2021-04-29,32,Jawa Barat,130,0,162,839,243,596,10,0,0,1119,0,1145,25,0,0
2021-04-30,32,Jawa Barat,327,0,337,1961,223,1738,35,2,4,1179,0,1179,29,0,0
2021-05-01,32,Jawa Barat,57,0,63,367,44,323,2,1,0,754,0,760,5,0,0
2021-05-02,32,Jawa Barat,142,27,115,438,168,270,7,0,0,672,183,482,7,0,0
2021-05-03,32,Jawa Barat,89,0,89,17877,571,17306,7,0,2,1292,332,944,16,0,0
2021-05-04,32,Jawa Barat,233,32,201,699,0,1058,15,0,0,912,0,1385,24,0,0
2021-05-05,32,Jawa Barat,158,17,141,738,243,495,0,3,1,995,0,1287,25,0,0
2021-05-06,32,Jawa Barat,556,24,532,955,0,1351,5,0,2,1038,0,1588,6,0,0
2021-05-07,32,Jawa Barat,201,35,166,1211,0,1290,5,0,1,1953,585,1333,35,0,0
2021-05-08,32,Jawa Barat,73,0,104,194,0,328,0,2,0,2209,221,1984,4,0,0
2021-05-09,32,Jawa Barat,259,29,230,781,92,689,6,2,0,492,0,557,8,0,0
2021-05-10,32,Jawa Barat,129,0,193,529,128,401,1,1,0,1070,0,2304,16,0,0
2021-05-11,32,Jawa Barat,105,0,194,383,0,574,4,0,1,1373,282,1073,18,0,0
2021-05-12,32,Jawa Barat,166,39,127,387,0,582,0,0,4,814,39,753,22,0,0
2021-05-13,32,Jawa Barat,365,50,315,813,50,763,26,4,5,400,0,601,10,0,0
2021-05-14,32,Jawa Barat,46,0,91,406,0,732,0,0,0,610,0,685,2,0,0
2021-05-15,32,Jawa Barat,4,4,0,23,0,67,0,0,0,723,142,572,9,0,0
2021-05-16,32,Jawa Barat,178,0,353,327,0,762,15,0,3,792,344,442,6,0,0
2021-05-17,32,Jawa Barat,380,0,691,468,0,995,2,4,1,1361,192,1143,26,0,0
2021-05-18,32,Jawa Barat,614,4,610,318,0,524,6,0,0,1119,0,1607,39,0,0
2021-05-19,32,Jawa Barat,214,109,105,786,166,620,0,4,1,1219,0,1522,8,0,0
2021-05-20,32,Jawa Barat,136,0,154,512,0,651,8,2,6,1332,0,1324,14,0,0
2021-05-21,32,Jawa Barat,97,69,28,280,0,367,1,0,0,1085,0,1484,16,0,0
2021-05-22,32,Jawa Barat,458,184,274,1206,188,1018,3,0,1,997,343,639,15,0,0
2021-05-23,32,Jawa Barat,102,0,109,634,0,662,2,0,0,970,251,713,6,0,0
2021-05-24,32,Jawa Barat,111,22,89,195,63,132,1,2,0,1420,0,1450,19,0,0
2021-05-25,32,Jawa Barat,162,0,242,961,0,993,34,0,1,1024,0,1022,13,0,0
2021-05-26,32,Jawa Barat,119,0,120,810,125,685,4,0,0,660,0,662,10,0,0
2021-05-27,32,Jawa Barat,317,122,195,893,559,334,23,6,2,1370,298,1057,15,0,0
2021-05-28,32,Jawa Barat,109,0,113,7855,191,7664,0,0,0,1206,267,921,18,0,0
2021-05-29,32,Jawa Barat,179,83,96,1043,351,692,2,4,2,927,27,893,7,0,0
2021-05-30,32,Jawa Barat,101,82,19,335,260,75,0,0,2,639,148,481,10,0,0
2021-05-31,32,Jawa Barat,253,23,230,1205,240,965,14,0,0,1316,92,1200,24,0,0
